saddr,src_socket,sport,daddr,dport,proto,stime,ltime,dur,flgs,state,pkts,spkts,dpkts,bytes,sbytes,dbytes,rate,srate,drate,mean,stddev,sum,min,max,attack,category,subcategory
192.168.100.148,192.168.100.14846607,46607,192.168.217.2,53,udp,1526879707,1526879710,2.500043,e,INT,2,2,0,172,172,0,0.399993,0.399993,0,0,0,0,0,0,0,Normal,Normal
192.168.100.149,192.168.100.14955062,55062,192.168.217.2,53,udp,1526879707,1526879710,2.500056,e,INT,2,2,0,172,172,0,0.399991,0.399991,0,0,0,0,0,0,0,Normal,Normal
192.168.100.150,192.168.100.15044862,44862,192.168.217.2,53,udp,1526879708,1526879710,2.501086,e,INT,2,2,0,172,172,0,0.399826,0.399826,0,0,0,0,0,0,0,Normal,Normal
192.168.100.4,192.168.100.447320,47320,91.189.94.4,123,udp,1526879711,1526879712,0.289753,e,CON,2,1,1,180,90,90,3.451216,0,0,0.289753,0,0.289753,0.289753,0.289753,0,Normal,Normal
192.168.100.1,192.168.100.1,,192.168.100.4,,arp,1526879712,1526879712,0.000016,e,CON,2,1,1,102,60,42,62500,0,0,0.000016,0,0.000016,0.000016,0.000016,0,Normal,Normal
192.168.100.147,192.168.100.147,,192.168.100.1,,arp,1526879712,1526879746,33.791981,e,CON,4,2,2,240,120,120,0.088778,0.029593,0.029593,0.000056,0.000002,0.000112,0.000054,0.000058,0,Normal,Normal
192.168.100.148,192.168.100.148,,192.168.100.1,,arp,1526879712,1526880566,853.50293,e,CON,4,2,2,240,120,120,0.003515,0.001172,0.001172,0.000102,0.00002,0.000205,0.000083,0.000122,0,Normal,Normal
192.168.100.149,192.168.100.149,,192.168.100.1,,arp,1526879712,1526879712,0.000052,e,CON,2,1,1,120,60,60,19230.7695,0,0,0.000052,0,0.000052,0.000052,0.000052,0,Normal,Normal
192.168.100.150,192.168.100.150,,192.168.100.1,,arp,1526879713,1526880053,339.970825,e,CON,4,2,2,240,120,120,0.008824,0.002941,0.002941,0.000101,0.000032,0.000202,0.000069,0.000133,0,Normal,Normal
192.168.100.147,192.168.100.14741927,41927,8.8.8.8,53,udp,1526879713,1526879713,0.007427,e,CON,2,1,1,172,86,86,134.64386,0,0,0.007427,0,0.007427,0.007427,0.007427,0,Normal,Normal
192.168.100.148,192.168.100.14834748,34748,8.8.8.8,53,udp,1526879714,1526879714,0.007177,e,CON,2,1,1,172,86,86,139.333984,0,0,0.007177,0,0.007177,0.007177,0.007177,0,Normal,Normal
192.168.100.149,192.168.100.14958954,58954,8.8.8.8,53,udp,1526879714,1526879714,0.006981,e,CON,2,1,1,172,86,86,143.245956,0,0,0.006981,0,0.006981,0.006981,0.006981,0,Normal,Normal
192.168.100.150,192.168.100.15049914,49914,8.8.8.8,53,udp,1526879714,1526879714,0.006972,e,CON,2,1,1,172,86,86,143.430862,0,0,0.006972,0,0.006972,0.006972,0.006972,0,Normal,Normal
192.168.100.4,192.168.100.4,,192.168.100.1,,arp,1526879716,1526879716,0.000212,e,CON,2,1,1,102,42,60,4716.98096,0,0,0.000212,0,0.000212,0.000212,0.000212,0,Normal,Normal
192.168.100.147,192.168.100.14748768,48768,192.168.217.2,53,udp,1526879718,1526879720,2.500688,e,INT,2,2,0,172,172,0,0.39989,0.39989,0,0,0,0,0,0,0,Normal,Normal
192.168.100.148,192.168.100.14851995,51995,192.168.217.2,53,udp,1526879718,1526879720,2.501094,e,INT,2,2,0,172,172,0,0.399825,0.399825,0,0,0,0,0,0,0,Normal,Normal
192.168.100.149,192.168.100.14950572,50572,192.168.217.2,53,udp,1526879718,1526879721,2.500556,e,INT,2,2,0,172,172,0,0.399911,0.399911,0,0,0,0,0,0,0,Normal,Normal
192.168.100.150,192.168.100.15051127,51127,192.168.217.2,53,udp,1526879718,1526879721,2.500072,e,INT,2,2,0,172,172,0,0.399988,0.399988,0,0,0,0,0,0,0,Normal,Normal
192.168.100.147,192.168.100.14745661,45661,8.8.8.8,53,udp,1526879724,1526879724,0.007475,e,CON,2,1,1,172,86,86,133.779266,0,0,0.007475,0,0.007475,0.007475,0.007475,0,Normal,Normal
192.168.100.148,192.168.100.14851646,51646,8.8.8.8,53,udp,1526879724,1526879724,0.00763,e,CON,2,1,1,172,86,86,131.0616,0,0,0.00763,0,0.00763,0.00763,0.00763,0,Normal,Normal
192.168.100.149,192.168.100.14958187,58187,8.8.8.8,53,udp,1526879725,1526879725,0.007626,e,CON,2,1,1,172,86,86,131.130341,0,0,0.007626,0,0.007626,0.007626,0.007626,0,Normal,Normal
192.168.100.150,192.168.100.15057604,57604,8.8.8.8,53,udp,1526879725,1526879725,0.007659,e,CON,2,1,1,172,86,86,130.565353,0,0,0.007659,0,0.007659,0.007659,0.007659,0,Normal,Normal
192.168.100.147,192.168.100.14756549,56549,192.168.217.2,53,udp,1526879741,1526879743,2.501219,e,INT,2,2,0,172,172,0,0.399805,0.399805,0,0,0,0,0,0,0,Normal,Normal
192.168.100.148,192.168.100.14851110,51110,192.168.217.2,53,udp,1526879741,1526879743,2.501104,e,INT,2,2,0,172,172,0,0.399823,0.399823,0,0,0,0,0,0,0,Normal,Normal
192.168.100.149,192.168.100.14945138,45138,192.168.217.2,53,udp,1526879741,1526879744,2.500077,e,INT,2,2,0,172,172,0,0.399988,0.399988,0,0,0,0,0,0,0,Normal,Normal
192.168.100.150,192.168.100.15033220,33220,192.168.217.2,53,udp,1526879741,1526879744,2.500157,e,INT,2,2,0,172,172,0,0.399975,0.399975,0,0,0,0,0,0,0,Normal,Normal
192.168.100.147,192.168.100.14760792,60792,8.8.8.8,53,udp,1526879747,1526879747,0.007592,e,CON,2,1,1,172,86,86,131.71759,0,0,0.007592,0,0.007592,0.007592,0.007592,0,Normal,Normal
192.168.100.148,192.168.100.14839696,39696,8.8.8.8,53,udp,1526879747,1526879747,0.007394,e,CON,2,1,1,172,86,86,135.244797,0,0,0.007394,0,0.007394,0.007394,0.007394,0,Normal,Normal
192.168.100.149,192.168.100.14934038,34038,8.8.8.8,53,udp,1526879748,1526879748,0.007119,e,CON,2,1,1,172,86,86,140.469162,0,0,0.007119,0,0.007119,0.007119,0.007119,0,Normal,Normal
192.168.100.150,192.168.100.15053563,53563,8.8.8.8,53,udp,1526879748,1526879748,0.007616,e,CON,2,1,1,172,86,86,131.302521,0,0,0.007616,0,0.007616,0.007616,0.007616,0,Normal,Normal
192.168.100.150,192.168.100.15047844,47844,192.168.100.3,20742,udp,1526879878,1526879878,0.000042,eU,INT,1,1,0,60,60,0,0,0,0,0.000042,0,0.000042,0.000042,0.000042,1,Reconnaissance,Service_Scan
fe80::250:56ff:febe:254,fe80::250:56ff:febe:254133,133,ff02::2,0,ipv6-icmp,1526879880,1526879880,0,e,NRS,1,1,0,70,70,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.148,192.168.100.14834401,34401,192.168.100.3,45928,udp,1526879947,1526879947,0.000047,eU,INT,1,1,0,60,60,0,0,0,0,0.000047,0,0.000047,0.000047,0.000047,1,Reconnaissance,Service_Scan
fe80::250:56ff:febe:89ee,fe80::250:56ff:febe:89ee133,133,ff02::2,0,ipv6-icmp,1526879994,1526879994,0,e,NRS,1,1,0,70,70,0,0,0,0,0,0,0,0,0,0,Normal,Normal
fe80::250:56ff:febe:c038,fe80::250:56ff:febe:c038133,133,ff02::2,0,ipv6-icmp,1526880045,1526880045,0,e,NRS,1,1,0,70,70,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.150,192.168.100.15057251,57251,144.48.166.166,123,udp,1526880047,1526880047,0.016044,e,CON,2,1,1,180,90,90,62.328594,0,0,0.016044,0,0.016044,0.016044,0.016044,0,Normal,Normal
192.168.100.4,192.168.100.45353,5353,224.0.0.251,5353,udp,1526880390,1526880390,0,e,INT,1,1,0,183,183,0,0,0,0,0,0,0,0,0,0,Normal,Normal
fe80::c0c0:aa20:45b9:bdd9,fe80::c0c0:aa20:45b9:bdd95353,5353,ff02::fb,5353,udp,1526880390,1526880390,0,e,INT,1,1,0,203,203,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.149,192.168.100.14936229,36229,192.168.100.3,24594,udp,1526880400,1526880400,0.000061,eU,INT,1,1,0,60,60,0,0,0,0,0.000061,0,0.000061,0.000061,0.000061,1,Reconnaissance,Service_Scan
192.168.100.148,192.168.100.14856361,56361,144.48.166.166,123,udp,1526880560,1526880560,0.016107,e,CON,2,1,1,180,90,90,62.084805,0,0,0.016107,0,0.016107,0.016107,0.016107,0,Normal,Normal
192.168.100.55,192.168.100.558080,8080,192.168.100.3,80,tcp,1526880815,1526882054,1239.60852,e &,CON,52032,26016,26016,51757064,26083623,25673441,41.973736,20.986464,20.986464,4.918244,0.066176,1219.72461,3.953445,4.999994,0,Normal,Normal
192.168.100.46,192.168.100.463456,3456,192.168.100.5,80,udp,1526880815,1526882054,1239.51526,e,CON,52032,26016,26016,52611978,26531083,26080895,41.976894,20.988043,20.988043,4.951782,0.090819,1228.04199,3.533845,4.999995,0,Normal,Normal
192.168.100.46,192.168.100.4680,80,192.168.100.5,80,tcp,1526880815,1526882054,1239.56189,e,CON,27255,27255,0,25369234,25369234,0,21.986801,21.986801,0,4.951816,0.120629,1228.05029,3.067691,4.999989,0,Normal,Normal
192.168.100.46,192.168.100.4680,80,192.168.100.5,80,udp,1526880815,1526882054,1239.51587,e,INT,26016,26016,0,24332104,24332104,0,20.988033,20.988033,0,4.952066,0.163644,1228.11231,2.394538,4.999996,0,Normal,Normal
192.168.100.7,192.168.100.7365,365,192.168.100.3,565,udp,1526880815,1526882054,1239.46899,e,INT,14866,14866,0,891960,891960,0,11.993039,11.993039,0,4.915081,0.24121,1218.93994,1.161464,4.99999,0,Normal,Normal
192.168.100.5,192.168.100.50,0,192.168.100.3,0,tcp,1526880815,1526882054,1239.46899,e,CON,16105,16105,0,14282552,14282552,0,12.992661,12.992661,0,4.912992,0.238109,1218.422,1.208083,4.999995,0,Normal,Normal
192.168.100.6,192.168.100.680,80,192.168.100.3,80,tcp,1526880815,1526882054,1239.42249,e,CON,8672,8672,0,2566912,2566912,0,6.996,6.996,0,4.872042,0.085861,1203.39429,3.814076,4.999998,0,Normal,Normal
192.168.100.3,192.168.100.358028,58028,13.211.17.145,8883,tcp,1526880815,1526882052,1236.79102,e,CON,946,473,473,418049,386831,31218,0.764074,0.381633,0.381633,3.733702,1.703946,896.088562,0.006067,4.999915,0,Normal,Normal
192.168.100.148,192.168.100.14843124,43124,192.168.217.2,53,udp,1526880835,1526880838,2.500133,e,INT,2,2,0,172,172,0,0.399979,0.399979,0,0,0,0,0,0,0,Normal,Normal
192.168.100.147,192.168.100.14740974,40974,192.168.217.2,53,udp,1526880836,1526880839,2.50002,e,INT,2,2,0,172,172,0,0.399997,0.399997,0,0,0,0,0,0,0,Normal,Normal
192.168.100.150,192.168.100.15038558,38558,192.168.217.2,53,udp,1526880836,1526880839,2.500044,e,INT,2,2,0,172,172,0,0.399993,0.399993,0,0,0,0,0,0,0,Normal,Normal
192.168.100.149,192.168.100.14943718,43718,192.168.217.2,53,udp,1526880837,1526880840,2.499908,e,INT,2,2,0,172,172,0,0.400015,0.400015,0,0,0,0,0,0,0,Normal,Normal
192.168.100.148,192.168.100.148,,192.168.100.1,,arp,1526880840,1526881051,210.944,e,CON,4,2,2,240,120,120,0.014222,0.004741,0.004741,0.000147,0.000023,0.000293,0.000123,0.00017,0,Normal,Normal
192.168.100.150,192.168.100.150,,192.168.100.1,,arp,1526880841,1526881057,215.807495,e,CON,4,2,2,240,120,120,0.013901,0.004634,0.004634,0.000106,0.000022,0.000211,0.000083,0.000128,0,Normal,Normal
192.168.100.147,192.168.100.147,,192.168.100.1,,arp,1526880841,1526881060,218.623886,e,CON,4,2,2,240,120,120,0.013722,0.004574,0.004574,0.000123,0.00002,0.000245,0.000103,0.000142,0,Normal,Normal
192.168.100.148,192.168.100.14834542,34542,8.8.8.8,53,udp,1526880842,1526880842,0.007535,e,CON,2,1,1,172,86,86,132.714005,0,0,0.007535,0,0.007535,0.007535,0.007535,0,Normal,Normal
192.168.100.148,192.168.100.14840850,40850,192.168.100.3,64728,tcp,1526880842,1526880842,0.000005,e,RST,2,1,1,120,60,60,200000,0,0,0.000005,0,0.000005,0.000005,0.000005,1,Reconnaissance,Service_Scan
192.168.100.148,192.168.100.14840850,40850,192.168.100.3,43503,tcp,1526880842,1526880842,0.000322,e,RST,2,1,1,120,60,60,3105.59009,0,0,0.000322,0,0.000322,0.000322,0.000322,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.149,,192.168.100.1,,arp,1526880842,1526881062,220.152298,e,CON,4,2,2,240,120,120,0.013627,0.004542,0.004542,0.000152,0.000068,0.000304,0.000084,0.00022,0,Normal,Normal
192.168.100.148,192.168.100.14840850,40850,192.168.100.3,27529,tcp,1526880842,1526880842,0.000599,e,RST,2,1,1,120,60,60,1669.44898,0,0,0.000599,0,0.000599,0.000599,0.000599,1,Reconnaissance,Service_Scan
192.168.100.147,192.168.100.14733264,33264,8.8.8.8,53,udp,1526880843,1526880843,0.007267,e,CON,2,1,1,172,86,86,137.608368,0,0,0.007267,0,0.007267,0.007267,0.007267,0,Normal,Normal
192.168.100.150,192.168.100.15049323,49323,8.8.8.8,53,udp,1526880843,1526880843,0.007054,e,CON,2,1,1,172,86,86,141.763535,0,0,0.007054,0,0.007054,0.007054,0.007054,0,Normal,Normal
192.168.100.148,192.168.100.14840850,40850,192.168.100.3,46257,tcp,1526880843,1526880843,0.006551,e,RST,2,1,1,120,60,60,152.648453,0,0,0.006551,0,0.006551,0.006551,0.006551,1,Reconnaissance,Service_Scan
192.168.100.147,192.168.100.14759460,59460,192.168.100.3,42040,tcp,1526880843,1526880843,0.006464,e,RST,2,1,1,120,60,60,154.702972,0,0,0.006464,0,0.006464,0.006464,0.006464,1,Reconnaissance,Service_Scan
192.168.100.148,192.168.100.14840850,40850,192.168.100.3,39819,tcp,1526880843,1526880843,0.014803,e,RST,2,1,1,120,60,60,67.553879,0,0,0.014803,0,0.014803,0.014803,0.014803,1,Reconnaissance,Service_Scan
192.168.100.148,192.168.100.14840850,40850,192.168.100.3,6785,tcp,1526880843,1526880843,0.01892,e,RST,2,1,1,120,60,60,52.854122,0,0,0.01892,0,0.01892,0.01892,0.01892,1,Reconnaissance,Service_Scan
192.168.100.148,192.168.100.14840850,40850,192.168.100.3,48114,tcp,1526880843,1526880843,0.014726,e,RST,2,1,1,120,60,60,67.907104,0,0,0.014726,0,0.014726,0.014726,0.014726,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14933477,33477,8.8.8.8,53,udp,1526880844,1526880844,0.007874,e,CON,2,1,1,172,86,86,127.000259,0,0,0.007874,0,0.007874,0.007874,0.007874,0,Normal,Normal
192.168.100.147,192.168.100.14759460,59460,192.168.100.3,22767,tcp,1526880844,1526880844,0.022492,e,RST,2,1,1,120,60,60,44.460251,0,0,0.022492,0,0.022492,0.022492,0.022492,1,Reconnaissance,Service_Scan
192.168.100.148,192.168.100.14840850,40850,192.168.100.3,43666,tcp,1526880844,1526880844,0.017815,e,RST,2,1,1,120,60,60,56.132473,0,0,0.017815,0,0.017815,0.017815,0.017815,1,Reconnaissance,Service_Scan
192.168.100.150,192.168.100.15056304,56304,192.168.100.3,22387,tcp,1526880844,1526880844,0.001208,e,RST,2,1,1,120,60,60,827.814575,0,0,0.001208,0,0.001208,0.001208,0.001208,1,Reconnaissance,Service_Scan
192.168.100.150,192.168.100.15056304,56304,192.168.100.3,26817,tcp,1526880845,1526880845,0.001543,e,RST,2,1,1,120,60,60,648.088135,0,0,0.001543,0,0.001543,0.001543,0.001543,1,Reconnaissance,Service_Scan
192.168.100.150,192.168.100.15056304,56304,192.168.100.3,42647,tcp,1526880845,1526880845,0.001326,e,RST,2,1,1,120,60,60,754.147827,0,0,0.001326,0,0.001326,0.001326,0.001326,1,Reconnaissance,Service_Scan
192.168.100.150,192.168.100.15056304,56304,192.168.100.3,35630,tcp,1526880845,1526880845,0.017697,e,RST,2,1,1,120,60,60,56.506748,0,0,0.017697,0,0.017697,0.017697,0.017697,1,Reconnaissance,Service_Scan
192.168.100.150,192.168.100.15056304,56304,192.168.100.3,23778,tcp,1526880845,1526880845,0.025495,e,RST,2,1,1,120,60,60,39.223377,0,0,0.025495,0,0.025495,0.025495,0.025495,1,Reconnaissance,Service_Scan
192.168.100.147,192.168.100.14759460,59460,192.168.100.3,1198,tcp,1526880845,1526880845,0.028476,e,RST,2,1,1,120,60,60,35.11729,0,0,0.028476,0,0.028476,0.028476,0.028476,1,Reconnaissance,Service_Scan
192.168.100.147,192.168.100.14759460,59460,192.168.100.3,39886,tcp,1526880846,1526880846,0.034936,e,RST,2,1,1,120,60,60,28.62377,0,0,0.034936,0,0.034936,0.034936,0.034936,1,Reconnaissance,Service_Scan
192.168.100.147,192.168.100.14759460,59460,192.168.100.3,49683,tcp,1526880846,1526880846,0.017103,e,RST,2,1,1,120,60,60,58.469276,0,0,0.017103,0,0.017103,0.017103,0.017103,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14957044,57044,192.168.100.3,26823,tcp,1526880846,1526880847,0.017659,e,RST,2,1,1,120,60,60,56.628349,0,0,0.017659,0,0.017659,0.017659,0.017659,1,Reconnaissance,Service_Scan
192.168.100.147,192.168.100.14759460,59460,192.168.100.3,36251,tcp,1526880847,1526880847,0.018371,e,RST,2,1,1,120,60,60,54.433617,0,0,0.018371,0,0.018371,0.018371,0.018371,1,Reconnaissance,Service_Scan
192.168.100.150,192.168.100.15056304,56304,192.168.100.3,15086,tcp,1526880847,1526880847,0.028073,e,RST,2,1,1,120,60,60,35.621414,0,0,0.028073,0,0.028073,0.028073,0.028073,1,Reconnaissance,Service_Scan
192.168.100.150,192.168.100.15056304,56304,192.168.100.3,48148,tcp,1526880847,1526880847,0.017645,e,RST,2,1,1,120,60,60,56.673279,0,0,0.017645,0,0.017645,0.017645,0.017645,1,Reconnaissance,Service_Scan
192.168.100.148,192.168.100.14840850,40850,192.168.100.3,7095,tcp,1526880848,1526880848,0.03674,e,RST,2,1,1,120,60,60,27.21829,0,0,0.03674,0,0.03674,0.03674,0.03674,1,Reconnaissance,Service_Scan
192.168.100.150,192.168.100.15056304,56304,192.168.100.3,47917,tcp,1526880849,1526880849,0.052177,e,RST,2,1,1,120,60,60,19.165533,0,0,0.052177,0,0.052177,0.052177,0.052177,1,Reconnaissance,Service_Scan
192.168.100.147,192.168.100.14759460,59460,192.168.100.3,7224,tcp,1526880849,1526880849,0.053169,e,RST,2,1,1,120,60,60,18.807951,0,0,0.053169,0,0.053169,0.053169,0.053169,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14957044,57044,192.168.100.3,40788,tcp,1526880849,1526880849,0.040426,e,RST,2,1,1,120,60,60,24.736555,0,0,0.040426,0,0.040426,0.040426,0.040426,1,Reconnaissance,Service_Scan
192.168.100.150,192.168.100.15056304,56304,192.168.100.3,37205,tcp,1526880849,1526880849,0.042489,e,RST,2,1,1,120,60,60,23.535503,0,0,0.042489,0,0.042489,0.042489,0.042489,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14957044,57044,192.168.100.3,45950,tcp,1526880850,1526880850,0.033213,e,RST,2,1,1,120,60,60,30.108692,0,0,0.033213,0,0.033213,0.033213,0.033213,1,Reconnaissance,Service_Scan
192.168.100.147,192.168.100.14759460,59460,192.168.100.3,45802,tcp,1526880851,1526880851,0.058613,e,RST,2,1,1,120,60,60,17.061062,0,0,0.058613,0,0.058613,0.058613,0.058613,1,Reconnaissance,Service_Scan
192.168.100.147,192.168.100.14759460,59460,192.168.100.3,29230,tcp,1526880851,1526880851,0.041638,e,RST,2,1,1,120,60,60,24.016521,0,0,0.041638,0,0.041638,0.041638,0.041638,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14957044,57044,192.168.100.3,46727,tcp,1526880851,1526880851,0.050019,e,RST,2,1,1,120,60,60,19.992403,0,0,0.050019,0,0.050019,0.050019,0.050019,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14957044,57044,192.168.100.3,35759,tcp,1526880851,1526880851,0.051532,e,RST,2,1,1,120,60,60,19.405418,0,0,0.051532,0,0.051532,0.051532,0.051532,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14957044,57044,192.168.100.3,752,tcp,1526880851,1526880851,0.047563,e,RST,2,1,1,120,60,60,21.024746,0,0,0.047563,0,0.047563,0.047563,0.047563,1,Reconnaissance,Service_Scan
192.168.100.150,192.168.100.15056304,56304,192.168.100.3,26714,tcp,1526880852,1526880852,0.022196,e,RST,2,1,1,120,60,60,45.053162,0,0,0.022196,0,0.022196,0.022196,0.022196,1,Reconnaissance,Service_Scan
192.168.100.147,192.168.100.14759460,59460,192.168.100.3,37912,tcp,1526880854,1526880854,0.051493,e,RST,2,1,1,120,60,60,19.420115,0,0,0.051493,0,0.051493,0.051493,0.051493,1,Reconnaissance,Service_Scan
192.168.100.147,192.168.100.14759460,59460,192.168.100.3,9321,tcp,1526880854,1526880854,0.042236,e,RST,2,1,1,120,60,60,23.676485,0,0,0.042236,0,0.042236,0.042236,0.042236,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14957044,57044,192.168.100.3,9676,tcp,1526880856,1526880856,0.027402,e,RST,2,1,1,120,60,60,36.493687,0,0,0.027402,0,0.027402,0.027402,0.027402,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14957044,57044,192.168.100.3,18619,tcp,1526880856,1526880856,0.027145,e,RST,2,1,1,120,60,60,36.839195,0,0,0.027145,0,0.027145,0.027145,0.027145,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14957044,57044,192.168.100.3,27721,tcp,1526880856,1526880856,0.032445,e,RST,2,1,1,120,60,60,30.821392,0,0,0.032445,0,0.032445,0.032445,0.032445,1,Reconnaissance,Service_Scan
192.168.100.147,192.168.100.14759460,59460,192.168.100.3,9165,tcp,1526880857,1526880857,0.045987,e,RST,2,1,1,120,60,60,21.745275,0,0,0.045987,0,0.045987,0.045987,0.045987,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14957044,57044,192.168.100.3,7237,tcp,1526880857,1526880857,0.035842,e,RST,2,1,1,120,60,60,27.900229,0,0,0.035842,0,0.035842,0.035842,0.035842,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14957044,57044,192.168.100.3,9399,tcp,1526880857,1526880857,0.042481,e,RST,2,1,1,120,60,60,23.539934,0,0,0.042481,0,0.042481,0.042481,0.042481,1,Reconnaissance,Service_Scan
192.168.100.147,192.168.100.14759460,59460,192.168.100.3,62974,tcp,1526880857,1526880857,0.041265,e,RST,2,1,1,120,60,60,24.233612,0,0,0.041265,0,0.041265,0.041265,0.041265,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14957044,57044,192.168.100.3,61773,tcp,1526880858,1526880858,0.04224,e,RST,2,1,1,120,60,60,23.674242,0,0,0.04224,0,0.04224,0.04224,0.04224,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14957044,57044,192.168.100.3,11243,tcp,1526880859,1526880859,0.032689,e,RST,2,1,1,120,60,60,30.59133,0,0,0.032689,0,0.032689,0.032689,0.032689,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14957044,57044,192.168.100.3,59561,tcp,1526880859,1526880859,0.009923,e,RST,2,1,1,120,60,60,100.775978,0,0,0.009923,0,0.009923,0.009923,0.009923,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14957044,57044,192.168.100.3,62094,tcp,1526880860,1526880860,0.013365,e,RST,2,1,1,120,60,60,74.822296,0,0,0.013365,0,0.013365,0.013365,0.013365,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14957044,57044,192.168.100.3,31213,tcp,1526880860,1526880860,0.011646,e,RST,2,1,1,120,60,60,85.866394,0,0,0.011646,0,0.011646,0.011646,0.011646,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14957044,57044,192.168.100.3,48381,tcp,1526880860,1526880860,0.010499,e,RST,2,1,1,120,60,60,95.247169,0,0,0.010499,0,0.010499,0.010499,0.010499,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14957044,57044,192.168.100.3,16965,tcp,1526880860,1526880860,0.009529,e,RST,2,1,1,120,60,60,104.942802,0,0,0.009529,0,0.009529,0.009529,0.009529,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14957044,57044,192.168.100.3,37468,tcp,1526880860,1526880861,0.013524,e,RST,2,1,1,120,60,60,73.942619,0,0,0.013524,0,0.013524,0.013524,0.013524,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14957044,57044,192.168.100.3,42007,tcp,1526880861,1526880861,0.011308,e,RST,2,1,1,120,60,60,88.432968,0,0,0.011308,0,0.011308,0.011308,0.011308,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14959257,59257,203.114.73.24,123,udp,1526880879,1526880879,0.01571,e,CON,2,1,1,180,90,90,63.653725,0,0,0.01571,0,0.01571,0.01571,0.01571,0,Normal,Normal
192.168.100.7,192.168.100.7138,138,192.168.100.255,138,udp,1526880966,1526881694,728.364136,e,INT,4,4,0,1086,1086,0,0.004119,0.004119,0,0.000123,0.000012,0.000245,0.000111,0.000134,0,Normal,Normal
192.168.100.148,192.168.100.14848969,48969,224.0.0.251,5353,udp,1526881012,1526881012,0,e,INT,1,1,0,88,88,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.148,192.168.100.14857491,57491,224.0.0.251,5353,udp,1526881017,1526881017,0,e,INT,1,1,0,83,83,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.150,192.168.100.15041548,41548,224.0.0.251,5353,udp,1526881018,1526881018,0,e,INT,1,1,0,88,88,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.148,192.168.100.14853450,53450,224.0.0.251,5353,udp,1526881019,1526881019,0,e,INT,1,1,0,60,60,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.147,192.168.100.14734378,34378,224.0.0.251,5353,udp,1526881021,1526881021,0,e,INT,1,1,0,88,88,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.150,192.168.100.15039917,39917,224.0.0.251,5353,udp,1526881023,1526881023,0,e,INT,1,1,0,83,83,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.149,192.168.100.14937447,37447,224.0.0.251,5353,udp,1526881023,1526881023,0,e,INT,1,1,0,88,88,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.150,192.168.100.15049389,49389,224.0.0.251,5353,udp,1526881025,1526881025,0,e,INT,1,1,0,60,60,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.147,192.168.100.14757936,57936,224.0.0.251,5353,udp,1526881026,1526881026,0,e,INT,1,1,0,83,83,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.147,192.168.100.14756549,56549,224.0.0.251,5353,udp,1526881028,1526881028,0,e,INT,1,1,0,60,60,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.149,192.168.100.14954419,54419,224.0.0.251,5353,udp,1526881028,1526881028,0,e,INT,1,1,0,83,83,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.149,192.168.100.14954563,54563,224.0.0.251,5353,udp,1526881030,1526881030,0,e,INT,1,1,0,60,60,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.148,192.168.100.14852367,52367,224.0.0.251,5353,udp,1526881039,1526881039,0,e,INT,1,1,0,88,88,0,0,0,0,0,0,0,0,0,0,Normal,Normal
