flgs,proto,dport,pkts,bytes,state,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,unknown,subcategory
e,tcp,80,10,1670,RST,29.852961,0.000021,0.000037,0.000085,0,0.000085,6,4,904,766,0.301478,0.167488,0.254436,1,0,DoS_HTTP
e d,tcp,80,10,1577,RST,53.268192,0.000046,0.000065,0.000137,0,0.000137,6,4,811,766,0.168956,0.093865,0.594279,1,0,DoS_HTTP
e,tcp,80,10,2164,RST,66.088333,0.000095,0.000165,0.00038,0,0.00038,6,4,768,1396,0.136181,0.075656,0.096495,1,0,DoS_HTTP
e,tcp,80,10,2219,FIN,135.685089,0.000042,0.000073,0.000168,0,0.000168,6,4,823,1396,0.06633,0.03685,0.111187,1,0,DoS_HTTP
e,tcp,80,10,2153,RST,57.21701,0.000027,0.000047,0.000108,0,0.000108,6,4,757,1396,0.157296,0.087387,0.088287,1,0,DoS_HTTP
e,tcp,80,10,1707,FIN,55.198219,0.010913,0.018858,0.043651,0,0.043576,6,4,941,766,0.163049,0.090583,0.249971,1,0,DoS_HTTP
e,tcp,80,10,2225,FIN,141.28746,0.000027,0.000046,0.000107,0,0.000107,6,4,829,1396,0.0637,0.035389,0.0864,1,0,DoS_HTTP
e,tcp,80,10,1475,RST,26.900557,0.000071,0.000101,0.000214,0,0.000214,6,4,709,766,0.334566,0.18587,0.594544,1,0,DoS_HTTP
e,tcp,80,10,2175,FIN,122.768333,0.000035,0.00006,0.000139,0,0.000139,6,4,779,1396,0.073309,0.040727,0.086853,1,0,DoS_HTTP
e s,tcp,80,14,2447,RST,88.948647,0.617609,1.210869,3.088043,0,3.039049,10,4,1051,1396,0.146152,0.101182,0.196897,1,0,DoS_HTTP
e,tcp,80,10,2380,FIN,124.977287,0.000101,0.000175,0.000403,0,0.000403,6,4,984,1396,0.072013,0.040007,0.086945,1,0,DoS_HTTP
e,tcp,80,10,1736,RST,54.299751,0.010106,0.017457,0.040425,0,0.040342,6,4,970,766,0.165747,0.092081,0.270919,1,0,DoS_HTTP
e,tcp,80,10,1716,RST,28.820063,0.000019,0.000033,0.000077,0,0.000077,6,4,950,766,0.312282,0.17349,0.253162,1,0,DoS_HTTP
e,tcp,80,10,2314,RST,96.209213,0.000034,0.000058,0.000135,0,0.000135,6,4,918,1396,0.093546,0.05197,0.087104,1,0,DoS_HTTP
e,tcp,80,10,1547,RST,22.728519,0.000019,0.000032,0.000075,0,0.000075,6,4,781,766,0.395978,0.219988,0.257323,1,0,DoS_HTTP
e *,tcp,80,18,5094,RST,71.605347,0.837643,1.437366,3.35057,0,3.327178,13,5,3624,1470,0.237412,0.167585,0.182954,1,0,DoS_HTTP
e,tcp,80,8,2187,RST,18.414782,0.030082,0.02997,0.060164,0.000112,0.060052,5,3,857,1330,0.380129,0.217217,0.108608,1,0,DoS_HTTP
e,tcp,80,10,1647,RST,32.882103,0.000019,0.000034,0.000078,0,0.000078,6,4,881,766,0.273705,0.152058,0.249871,1,0,DoS_HTTP
e,tcp,80,10,1628,RST,18.45241,0.000023,0.00004,0.000092,0,0.000092,6,4,862,766,0.487741,0.270967,0.258372,1,0,DoS_HTTP
e s,tcp,80,9,1702,RST,11.913969,2.586508,2.37623,5.173016,0.210278,4.962738,6,3,1002,700,0.671481,0.419675,0.287719,1,0,DoS_HTTP
e,tcp,80,10,2324,RST,55.976555,0.145996,0.20647,0.437988,0,0.437988,6,4,928,1396,0.160782,0.089323,0.192031,1,0,DoS_HTTP
e,tcp,80,10,1448,RST,38.933205,0.287339,0.406358,0.862016,0,0.862016,6,4,682,766,0.231165,0.128425,0.507681,1,0,DoS_HTTP
e,tcp,80,10,2496,FIN,242.7267,0.378661,0.535507,1.135982,0,1.135982,6,4,1100,1396,0.037079,0.020599,0.183789,1,0,DoS_HTTP
e,tcp,80,10,1745,RST,24.36797,0.000022,0.000038,0.000087,0,0.000087,6,4,979,766,0.369337,0.205187,0.268676,1,0,DoS_HTTP
e,tcp,80,10,2377,RST,55.146538,0.00003,0.000051,0.000118,0,0.000118,6,4,981,1396,0.163202,0.090668,0.094045,1,0,DoS_HTTP
e,tcp,80,10,1599,RST,53.248974,0.00002,0.000036,0.000082,0,0.000082,6,4,833,766,0.169017,0.093899,0.249914,1,0,DoS_HTTP
e,tcp,80,10,2100,RST,18.840652,1.826003,0.815189,3.652006,1.010814,2.641192,6,4,704,1396,0.47769,0.265384,0.185191,1,0,DoS_HTTP
e,tcp,80,10,2235,FIN,141.300568,0.385747,0.545529,1.157242,0,1.157242,6,4,839,1396,0.063694,0.035386,0.18359,1,0,DoS_HTTP
e,tcp,80,10,1642,RST,20.965368,0.000062,0.000107,0.000248,0,0.000248,6,4,876,766,0.429279,0.238489,0.253758,1,0,DoS_HTTP
e s,tcp,80,15,4756,RST,16.904898,2.242967,1.586308,6.728901,0,3.401614,12,3,4056,700,0.828162,0.650699,0.118309,1,0,DoS_HTTP
e,tcp,80,10,2225,FIN,93.038513,0.077141,0.109094,0.231423,0,0.231423,6,4,829,1396,0.096734,0.053741,0.194657,1,0,DoS_HTTP
e s,tcp,80,9,2905,CON,1.672678,1.672678,0,1.672678,1.672678,1.672678,7,2,2765,140,4.78275,3.587062,0.597844,1,0,DoS_HTTP
e,tcp,80,10,2245,RST,54.920189,0.00003,0.000053,0.000122,0,0.000122,6,4,849,1396,0.163874,0.091041,0.092683,1,0,DoS_HTTP
e,tcp,80,10,1560,RST,53.235371,0.000018,0.000032,0.000073,0,0.000073,6,4,794,766,0.169061,0.093923,0.250103,1,0,DoS_HTTP
e,tcp,80,10,1564,RST,14.045271,0.000076,0.000107,0.000228,0,0.000228,6,4,798,766,0.640785,0.355992,0.594589,1,0,DoS_HTTP
e,tcp,80,10,2223,FIN,129.026535,0.29595,0.418536,0.887849,0,0.887849,6,4,827,1396,0.069753,0.038752,0.186721,1,0,DoS_HTTP
e,tcp,80,10,1506,RST,26.45582,0.01092,0.018861,0.043681,0,0.043588,6,4,740,766,0.34019,0.188994,0.266107,1,0,DoS_HTTP
e,tcp,80,10,1596,RST,7.307689,1.132285,1.127328,2.264571,0.004958,2.259613,6,4,830,766,1.231579,0.684211,0.594286,1,0,DoS_HTTP
e,tcp,80,10,1537,RST,19.684933,0.00009,0.000127,0.000269,0,0.000269,6,4,771,766,0.457202,0.254001,0.594373,1,0,DoS_HTTP
e,tcp,80,7,1385,CON,0.00109,0.00109,0,0.00109,0.00109,0.00109,4,3,685,700,5504.58691,2752.29346,1834.86231,1,0,DoS_HTTP
e,tcp,80,10,1512,RST,54.293736,0.010041,0.017345,0.040164,0,0.040083,6,4,746,766,0.165765,0.092092,0.270881,1,0,DoS_HTTP
e,tcp,80,10,1604,RST,21.043076,0.000297,0.00042,0.000891,0,0.000891,6,4,838,766,0.427694,0.237608,0.59426,1,0,DoS_HTTP
e,tcp,80,10,2106,RST,54.839134,0.000028,0.000048,0.00011,0,0.00011,6,4,710,1396,0.164116,0.091176,0.088508,1,0,DoS_HTTP
e,tcp,80,10,2319,FIN,141.289047,0.000028,0.000048,0.00011,0,0.00011,6,4,923,1396,0.063699,0.035388,0.086395,1,0,DoS_HTTP
e,tcp,80,10,1422,RST,37.057636,0.000022,0.000039,0.000089,0,0.000089,6,4,656,766,0.242865,0.134925,0.250008,1,0,DoS_HTTP
e,tcp,80,8,2157,RST,18.14411,0.028098,0.027693,0.056196,0.000405,0.055791,5,3,827,1330,0.3858,0.220457,0.110229,1,0,DoS_HTTP
e,tcp,80,10,2264,RST,55.606785,0.000039,0.000068,0.000157,0,0.000157,6,4,868,1396,0.161851,0.089917,0.087556,1,0,DoS_HTTP
e,tcp,80,10,1718,RST,55.341385,0.000086,0.000122,0.000258,0,0.000258,6,4,952,766,0.162627,0.090348,0.59453,1,0,DoS_HTTP
e,tcp,80,10,2212,FIN,160.191483,0.000027,0.000047,0.000108,0,0.000108,6,4,816,1396,0.056183,0.031213,0.090006,1,0,DoS_HTTP
e,tcp,80,10,1537,RST,26.820116,0.000022,0.000039,0.000089,0,0.000089,6,4,771,766,0.335569,0.186427,0.250311,1,0,DoS_HTTP
e,tcp,80,10,1681,RST,55.279041,0.000021,0.000036,0.000083,0,0.000083,6,4,915,766,0.16281,0.09045,0.249745,1,0,DoS_HTTP
e,tcp,80,10,1645,RST,26.813377,0.000023,0.000039,0.000091,0,0.000091,6,4,879,766,0.335653,0.186474,0.250206,1,0,DoS_HTTP
e,tcp,80,10,2296,RST,55.272392,0.000026,0.000045,0.000103,0,0.000103,6,4,900,1396,0.16283,0.090461,0.088434,1,0,DoS_HTTP
e,tcp,80,10,1544,RST,26.884476,0.001341,0.001896,0.004023,0,0.004023,6,4,778,766,0.334766,0.185981,0.593779,1,0,DoS_HTTP
e,tcp,80,10,1591,RST,54.272167,0.000099,0.000171,0.000394,0,0.000394,6,4,825,766,0.165831,0.092128,0.250148,1,0,DoS_HTTP
e,tcp,80,10,1531,RST,26.774834,0.00002,0.000035,0.00008,0,0.00008,6,4,765,766,0.336137,0.186743,0.253621,1,0,DoS_HTTP
e,tcp,80,10,1649,RST,47.103813,0.010077,0.017409,0.040308,0,0.04023,6,4,883,766,0.191067,0.106149,0.275358,1,0,DoS_HTTP
e,tcp,80,10,2292,RST,73.680504,0.00003,0.000052,0.00012,0,0.00012,6,4,896,1396,0.122149,0.067861,0.089788,1,0,DoS_HTTP
e,tcp,80,10,2201,RST,59.14587,0.000046,0.00008,0.000184,0,0.000184,6,4,805,1396,0.152166,0.084537,0.147586,1,0,DoS_HTTP
e,tcp,60864,5,1454,RST,56.666416,0.013571,0.019174,0.040712,0,0.040687,2,3,1256,198,0.070589,0.066042,0.035294,1,0,DoS_HTTP
e,tcp,80,5,820,CON,0.000099,0.000099,0,0.000099,0.000099,0.000099,3,2,680,140,40404.043,20202.0215,10101.0107,1,0,DoS_HTTP
e,tcp,80,10,2385,FIN,120.369072,0.228558,0.32323,0.685675,0,0.685675,6,4,989,1396,0.07477,0.041539,0.189061,1,0,DoS_HTTP
e,tcp,80,10,1634,RST,22.725523,0.00002,0.000034,0.000079,0,0.000079,6,4,868,766,0.39603,0.220017,0.257218,1,0,DoS_HTTP
e,tcp,80,10,1510,RST,15.537972,1.356778,1.918681,4.070333,0,4.070202,6,4,744,766,0.579226,0.321792,0.261603,1,0,DoS_HTTP
e,tcp,80,10,1514,RST,45.053574,0.000021,0.000036,0.000083,0,0.000083,6,4,748,766,0.199762,0.110979,0.2769,1,0,DoS_HTTP
e,tcp,51598,5,824,RST,48.047749,0.013444,0.018997,0.040332,0,0.04031,2,3,626,198,0.083251,0.199798,0.041625,1,0,DoS_HTTP
e,tcp,80,10,1514,RST,15.537636,1.301513,1.840566,3.904539,0,3.904466,6,4,748,766,0.579239,0.321799,0.257883,1,0,DoS_HTTP
e,tcp,80,5,683,CON,0.000297,0.000297,0,0.000297,0.000297,0.000297,3,2,543,140,13468.0137,6734.00684,3367.00342,1,0,DoS_HTTP
e,tcp,80,10,1645,RST,13.914513,0.690911,0.977032,2.072733,0,2.072643,6,4,879,766,0.646807,0.359337,0.253338,1,0,DoS_HTTP
e,tcp,80,10,2214,RST,92.122345,0.000027,0.000046,0.000107,0,0.000107,6,4,818,1396,0.097696,0.054276,0.087386,1,0,DoS_HTTP
e,tcp,80,10,1606,RST,13.774924,0.716598,1.013371,2.149794,0,2.149721,6,4,840,766,0.653361,0.362978,0.25806,1,0,DoS_HTTP
e,tcp,80,10,1652,RST,37.048458,0.000024,0.000041,0.000094,0,0.000094,6,4,886,766,0.242925,0.134958,0.249969,1,0,DoS_HTTP
e,tcp,80,10,1719,RST,14.384699,0.974541,1.378143,2.923623,0,2.923529,6,4,953,766,0.625665,0.347592,0.261753,1,0,DoS_HTTP
e,tcp,80,10,2145,FIN,94.124374,0.342706,0.484659,1.028118,0,1.028118,6,4,749,1396,0.095618,0.053121,0.185062,1,0,DoS_HTTP
e,tcp,80,10,2323,RST,57.219872,0.905768,1.280949,2.717304,0,2.717304,6,4,927,1396,0.157288,0.087382,0.160182,1,0,DoS_HTTP
e,tcp,80,10,1534,RST,21.017418,0.006471,0.009151,0.019413,0,0.019413,6,4,768,766,0.428216,0.237898,0.592246,1,0,DoS_HTTP
e s,tcp,80,16,5580,RST,26.755213,0.864656,1.422984,3.458625,0,3.327595,13,3,4880,700,0.560638,0.448511,0.074752,1,0,DoS_HTTP
e,tcp,80,10,2230,FIN,86.060661,0.336144,0.475379,1.008431,0,1.008431,6,4,834,1396,0.104577,0.058099,0.185218,1,0,DoS_HTTP
e s,tcp,80,12,2220,RST,45.039059,0.304857,0.528029,1.21943,0,1.21943,8,4,1454,766,0.244232,0.155421,0.276875,1,0,DoS_HTTP
e,tcp,80,7,1989,CON,1.899466,1.899466,0,1.899466,1.899466,1.899466,4,3,659,1330,3.158782,1.579391,1.052927,1,0,DoS_HTTP
e,tcp,80,10,1731,RST,47.785892,0.000027,0.000046,0.000106,0,0.000106,6,4,965,766,0.18834,0.104633,0.253981,1,0,DoS_HTTP
e,tcp,80,10,1607,FIN,99.290123,0.000023,0.00004,0.000092,0,0.000092,6,4,841,766,0.090643,0.050357,0.258898,1,0,DoS_HTTP
e,tcp,80,10,1647,RST,28.172241,0.003442,0.004868,0.010327,0,0.010327,6,4,881,766,0.319463,0.17748,0.593555,1,0,DoS_HTTP
e,tcp,80,10,2413,RST,59.126255,0.000036,0.000062,0.000143,0,0.000143,6,4,1017,1396,0.152217,0.084565,0.147648,1,0,DoS_HTTP
e,tcp,60926,5,1454,RST,56.674282,0.014813,0.020933,0.044439,0,0.044417,2,3,1256,198,0.070579,0.066052,0.035289,1,0,DoS_HTTP
e,tcp,80,10,2205,FIN,92.159309,1.367903,1.934508,4.10371,0,4.10371,6,4,809,1396,0.097657,0.054254,0.155521,1,0,DoS_HTTP
e,tcp,80,10,1743,RST,13.960479,0.000093,0.000131,0.000278,0,0.000278,6,4,977,766,0.644677,0.358154,0.594463,1,0,DoS_HTTP
e,tcp,80,10,1546,RST,37.109238,0.000085,0.00012,0.000254,0,0.000254,6,4,780,766,0.242527,0.134737,0.59427,1,0,DoS_HTTP
e,tcp,54142,3,198,RST,8.615234,0.020706,0.020706,0.041411,0,0.041411,1,2,66,132,0.232147,0,0.116634,1,0,DoS_HTTP
e,tcp,80,10,1484,RST,12.435607,0.66049,0.934016,1.981471,0,1.981388,6,4,718,766,0.723728,0.402071,0.286965,1,0,DoS_HTTP
e,tcp,80,7,1301,CON,0.000232,0.000232,0,0.000232,0.000232,0.000232,4,3,601,700,25862.0684,12931.0342,8620.68945,1,0,DoS_HTTP
e,tcp,80,10,2167,RST,96.207939,0.000026,0.000045,0.000104,0,0.000104,6,4,771,1396,0.093547,0.051971,0.087108,1,0,DoS_HTTP
e,tcp,80,10,2076,RST,18.851089,1.832872,0.79612,3.665744,1.036752,2.628992,6,4,680,1396,0.477426,0.265237,0.184933,1,0,DoS_HTTP
e,tcp,80,10,2090,FIN,143.408539,0.000032,0.000055,0.000127,0,0.000127,6,4,694,1396,0.062758,0.034865,0.08669,1,0,DoS_HTTP
e,tcp,80,10,1635,RST,38.77541,0.00002,0.000036,0.000082,0,0.000082,6,4,869,766,0.232106,0.128948,0.259388,1,0,DoS_HTTP
e,tcp,80,10,1523,RST,25.704809,0.000023,0.000039,0.000091,0,0.000091,6,4,757,766,0.350129,0.194516,0.253102,1,0,DoS_HTTP
e,tcp,80,10,1551,RST,33.974651,0.000311,0.00044,0.000934,0,0.000934,6,4,785,766,0.264903,0.147169,0.594335,1,0,DoS_HTTP
e,tcp,80,10,2196,RST,38.776737,0.310977,0.439787,0.93293,0,0.93293,6,4,800,1396,0.232098,0.128943,0.186063,1,0,DoS_HTTP
e,tcp,80,5,734,CON,0.000143,0.000143,0,0.000143,0.000143,0.000143,3,2,594,140,27972.0293,13986.0146,6993.00732,1,0,DoS_HTTP
e,tcp,80,10,1659,RST,32.839764,0.000018,0.000031,0.000071,0,0.000071,6,4,893,766,0.274058,0.152254,0.249661,1,0,DoS_HTTP
e,tcp,80,8,2261,RST,17.515684,0.813523,0.81341,1.627045,0.000113,1.626932,5,3,931,1330,0.399642,0.228367,0.125875,1,0,DoS_HTTP
e,tcp,80,10,1518,RST,54.287968,0.010076,0.017391,0.040306,0,0.040198,6,4,752,766,0.165783,0.092101,0.270927,1,0,DoS_HTTP
e,tcp,80,10,1605,RST,47.824577,0.000088,0.000125,0.000265,0,0.000265,6,4,839,766,0.188188,0.104549,0.594734,1,0,DoS_HTTP
e,tcp,80,10,1522,RST,26.485176,0.000024,0.000042,0.000096,0,0.000096,6,4,756,766,0.339813,0.188785,0.266238,1,0,DoS_HTTP
e,tcp,80,8,1374,RST,6.987088,0.00971,0.00963,0.019419,0.00008,0.019339,5,3,674,700,1.001848,0.572485,0.286242,1,0,DoS_HTTP
e,tcp,80,10,2310,RST,33.80135,0.449175,0.635091,1.347525,0,1.34733,6,4,914,1396,0.266262,0.147923,0.092438,1,0,DoS_HTTP
e,tcp,80,10,2161,RST,38.03215,0.000038,0.000066,0.000153,0,0.000153,6,4,765,1396,0.236642,0.131468,0.096804,1,0,DoS_HTTP
e s,tcp,80,12,2334,RST,39.492329,1.11293,1.573921,3.33879,0,3.33879,8,4,938,1396,0.278535,0.17725,0.161999,1,0,DoS_HTTP
e,tcp,80,10,1522,RST,53.236729,0.00002,0.000034,0.000079,0,0.000079,6,4,756,766,0.169056,0.09392,0.24993,1,0,DoS_HTTP
e,tcp,80,10,2247,FIN,124.972939,0.000112,0.000195,0.00045,0,0.00045,6,4,851,1396,0.072016,0.040009,0.086956,1,0,DoS_HTTP
e,tcp,80,10,1598,RST,13.924776,0.677342,0.957843,2.032025,0,2.031936,6,4,832,766,0.64633,0.359072,0.252253,1,0,DoS_HTTP
e,tcp,80,10,1704,RST,38.915462,0.000017,0.000029,0.000068,0,0.000068,6,4,938,766,0.231271,0.128484,0.256611,1,0,DoS_HTTP
e,tcp,80,10,1583,RST,32.873222,0.002494,0.003528,0.007483,0,0.007483,6,4,817,766,0.273779,0.152099,0.5939,1,0,DoS_HTTP
e,tcp,80,10,1719,RST,13.489857,0.000069,0.000098,0.000208,0,0.000208,6,4,953,766,0.667168,0.370649,0.594647,1,0,DoS_HTTP
e,tcp,80,10,1514,RST,33.727432,0.00002,0.000035,0.000081,0,0.000081,6,4,748,766,0.266845,0.148247,0.261987,1,0,DoS_HTTP
e,tcp,80,10,1611,RST,33.635635,0.010885,0.018808,0.043542,0,0.043461,6,4,845,766,0.267573,0.148652,0.262331,1,0,DoS_HTTP
e,tcp,80,10,1519,RST,32.930519,0.000093,0.000131,0.000278,0,0.000278,6,4,753,766,0.273303,0.151835,0.594168,1,0,DoS_HTTP
e,tcp,80,10,1646,RST,29.837952,0.000021,0.000036,0.000084,0,0.000084,6,4,880,766,0.301629,0.167572,0.254363,1,0,DoS_HTTP
e,tcp,80,10,1614,RST,18.451797,0.000021,0.000037,0.000085,0,0.000085,6,4,848,766,0.487757,0.270976,0.258296,1,0,DoS_HTTP
e,tcp,80,10,1891,RST,15.544803,0.285933,0.40437,0.857798,0,0.857798,6,4,1125,766,0.578972,0.321651,0.508193,1,0,DoS_HTTP
e,tcp,80,10,1487,RST,26.889866,0.000495,0.000701,0.001486,0,0.001486,6,4,721,766,0.334699,0.185944,0.594038,1,0,DoS_HTTP
e,tcp,80,10,1585,RST,12.437136,0.660429,0.933936,1.981286,0,1.981213,6,4,819,766,0.723639,0.402022,0.286919,1,0,DoS_HTTP
e,tcp,80,8,1577,RST,7.278047,0.155556,0.155221,0.311113,0.000336,0.310777,5,3,877,700,0.961796,0.549598,0.287056,1,0,DoS_HTTP
e,tcp,60838,5,1454,RST,56.671429,0.013956,0.01972,0.041869,0,0.041844,2,3,1256,198,0.070582,0.066059,0.035291,1,0,DoS_HTTP
e,tcp,80,10,1686,RST,54.26379,0.00002,0.000034,0.000079,0,0.000079,6,4,920,766,0.165856,0.092142,0.250162,1,0,DoS_HTTP
e,tcp,80,10,2148,FIN,143.377121,0.000024,0.000042,0.000096,0,0.000096,6,4,752,1396,0.062772,0.034873,0.086782,1,0,DoS_HTTP
e,tcp,80,8,2096,RST,18.413427,0.029004,0.028887,0.058007,0.000117,0.05789,5,3,766,1330,0.380157,0.217233,0.108616,1,0,DoS_HTTP
e,tcp,80,8,1394,RST,4.52388,4.52388,0,4.52388,4.52388,4.52388,5,3,694,700,1.547344,0.884197,0.442098,1,0,DoS_HTTP
e,tcp,80,10,1659,RST,32.878654,0.001055,0.001492,0.003165,0,0.003165,6,4,893,766,0.273734,0.152074,0.594635,1,0,DoS_HTTP
e,tcp,80,10,1624,RST,13.517897,0.000073,0.000104,0.00022,0,0.00022,6,4,858,766,0.665784,0.36988,0.594807,1,0,DoS_HTTP
e,tcp,80,10,1494,FIN,55.244595,0.000088,0.000124,0.000263,0,0.000263,6,4,728,766,0.162912,0.090507,0.594384,1,0,DoS_HTTP
e,tcp,80,10,1513,RST,14.042885,0.685773,0.969829,2.057319,0,2.057319,6,4,747,766,0.640894,0.356052,0.422351,1,0,DoS_HTTP
e,tcp,80,10,2256,RST,19.016977,1.916178,0.750694,3.832357,1.165485,2.666872,6,4,860,1396,0.473261,0.262923,0.183485,1,0,DoS_HTTP
e,tcp,36794,5,824,RST,41.266743,0.014595,0.020624,0.043784,0,0.043761,2,3,626,198,0.09693,0.199812,0.048465,1,0,DoS_HTTP
e,tcp,80,10,2363,FIN,143.387222,0.000025,0.000044,0.000101,0,0.000101,6,4,967,1396,0.062767,0.034871,0.086787,1,0,DoS_HTTP
e,tcp,80,10,1611,RST,36.110027,0.000069,0.000098,0.000207,0,0.000207,6,4,845,766,0.249238,0.138466,0.594303,1,0,DoS_HTTP
e,tcp,80,10,1411,RST,21.102583,0.001733,0.00245,0.005198,0,0.005198,6,4,645,766,0.426488,0.236938,0.593997,1,0,DoS_HTTP
e,udp,80,3944,3837498,CON,25.402449,4.097628,1.785634,24.58577,0.124552,4.992909,1972,1972,1873526,1963972,155.221252,77.590942,77.590942,0,0,0
e,udp,53,2,172,INT,2.501086,0,0,0,0,0,2,0,172,0,0.399826,0.399826,0,0,0,0
e,udp,53,2,203,CON,0.007606,0.007606,0,0.007606,0.007606,0.007606,1,1,64,139,131.475143,0,0,0,0,0
e,udp,53,6,846,CON,871.879089,0.300635,0.314186,0.901905,0.018919,0.73906,3,3,250,596,0.005735,0.002294,0.002296,0,0,0
e,udp,53,2,172,CON,0.007585,0.007585,0,0.007585,0.007585,0.007585,1,1,86,86,131.839157,0,0,0,0,0
e,udp,53,2,176,INT,5.047933,0,0,0,0,0,2,0,176,0,0.198101,0.198101,0,0,0,0
e,udp,80,2553,2484664,CON,18.206867,4.543046,0.78339,18.172186,3.186185,4.998703,1279,1274,1217277,1267387,140.166885,70.193298,69.918671,0,0,0
e,udp,53,2,227,CON,0.143011,0.143011,0,0.143011,0.143011,0.143011,1,1,76,151,6.992469,0,0,0,0,0
e,udp,80,3506,3411259,CON,21.966764,4.383465,1.220987,21.917324,1.941537,4.9993,1755,1751,1667308,1743951,159.559235,79.8479,79.66581,0,0,0
e,udp,53,2,340,CON,0.144899,0.144899,0,0.144899,0.144899,0.144899,1,1,81,259,6.901359,0,0,0,0,0
e,udp,53,2,340,CON,0.145413,0.145413,0,0.145413,0.145413,0.145413,1,1,81,259,6.876965,0,0,0,0,0
e,tcp,443,16,5602,CON,10.643428,0.322085,0.165643,0.64417,0.156442,0.487728,8,8,1701,3901,1.40932,0.667494,0.657683,0,0,0
e *,tcp,80,4420,4306965,CON,29.992437,4.988547,0.0024,29.931284,4.98787,4.989394,2210,2210,2224286,2082679,147.337143,73.651901,73.651901,0,0,0
e,udp,53,2,885,CON,0.009449,0.009449,0,0.009449,0.009449,0.009449,1,1,82,803,105.831306,0,0,0,0,0
e,udp,53,2,470,CON,0.009856,0.009856,0,0.009856,0.009856,0.009856,1,1,92,378,101.461044,0,0,0,0,0
e,udp,53,2,176,INT,5.047872,0,0,0,0,0,2,0,176,0,0.198103,0.198103,0,0,0,0
e,udp,53,2,176,INT,5.047974,0,0,0,0,0,2,0,176,0,0.198099,0.198099,0,0,0,0
e,tcp,0,720,511770,CON,15.001327,4.991559,0.001195,14.974677,4.988839,4.994082,720,0,511770,0,47.929096,47.929096,0,0,0,0
e,tcp,0,2960,2104892,CON,61.741394,4.727787,0.896393,61.461239,1.622712,4.995629,2960,0,2104892,0,47.925709,47.925709,0,0,0,0
e,udp,53,2,172,CON,0.007545,0.007545,0,0.007545,0.007545,0.007545,1,1,86,86,132.538101,0,0,0,0,0
e,udp,53,2,176,INT,5.047784,0,0,0,0,0,2,0,176,0,0.198107,0.198107,0,0,0,0
e,udp,53,2,176,INT,5.048166,0,0,0,0,0,2,0,176,0,0.198092,0.198092,0,0,0,0
e,udp,53,2,419,CON,0.218327,0.218327,0,0.218327,0.218327,0.218327,1,1,104,315,4.580286,0,0,0,0,0
e,udp,53,2,176,INT,5.047735,0,0,0,0,0,2,0,176,0,0.198109,0.198109,0,0,0,0
e,udp,53,2,203,CON,0.143381,0.143381,0,0.143381,0.143381,0.143381,1,1,64,139,6.974425,0,0,0,0,0
e,udp,53,2,1301,CON,0.175978,0.175978,0,0.175978,0.175978,0.175978,1,1,85,1216,5.682528,0,0,0,0,0
e,udp,53,2,176,INT,5.047876,0,0,0,0,0,2,0,176,0,0.198103,0.198103,0,0,0,0
e *,tcp,80,2537,2473300,CON,17.874672,4.459484,0.916894,17.837934,2.871377,4.989984,1272,1265,1280144,1193156,141.876724,71.106201,70.714584,0,0,0
e,udp,53,2,172,INT,5.045076,0,0,0,0,0,2,0,172,0,0.198213,0.198213,0,0,0,0
e,udp,80,2858,2744288,INT,37.918587,4.457723,1.033161,35.661785,1.939374,4.994881,2858,0,2744288,0,75.345634,75.345634,0,0,0,0
e,udp,53,2,1209,CON,0.133332,0.133332,0,0.133332,0.133332,0.133332,1,1,70,1139,7.500075,0,0,0,0,0
e,udp,53,2,337,CON,0.234224,0.234224,0,0.234224,0.234224,0.234224,1,1,100,237,4.269417,0,0,0,0,0
e,udp,53,2,172,CON,0.007386,0.007386,0,0.007386,0.007386,0.007386,1,1,86,86,135.391281,0,0,0,0,0
e,udp,53,2,172,INT,2.500092,0,0,0,0,0,2,0,172,0,0.399985,0.399985,0,0,0,0
e,udp,53,2,338,CON,0.238992,0.238992,0,0.238992,0.238992,0.238992,1,1,130,208,4.18424,0,0,0,0,0
e,udp,53,2,854,CON,0.279975,0.279975,0,0.279975,0.279975,0.279975,1,1,100,754,3.571748,0,0,0,0,0
e d,tcp,443,170,142882,RST,7.347644,3.337703,1.359599,6.675407,1.978104,4.697303,64,106,5727,137155,23.00057,8.574177,14.290296,0,0,0
e,udp,53,2,172,INT,2.501064,0,0,0,0,0,2,0,172,0,0.39983,0.39983,0,0,0,0
e,udp,53,2,176,INT,5.0479,0,0,0,0,0,2,0,176,0,0.198102,0.198102,0,0,0,0
e,udp,53,2,176,INT,5.047966,0,0,0,0,0,2,0,176,0,0.1981,0.1981,0,0,0,0
e,udp,53,2,176,INT,5.047744,0,0,0,0,0,2,0,176,0,0.198108,0.198108,0,0,0,0
e,udp,53,2,172,CON,0.007411,0.007411,0,0.007411,0.007411,0.007411,1,1,86,86,134.934555,0,0,0,0,0
e,udp,53,2,176,INT,5.048112,0,0,0,0,0,2,0,176,0,0.198094,0.198094,0,0,0,0
e,udp,80,3852,3746180,CON,24.124994,4.81534,0.361437,24.076698,4.092467,4.998741,1927,1925,1830483,1915697,159.626984,79.834213,79.751312,0,0,0
e,udp,53,2,176,INT,5.047881,0,0,0,0,0,2,0,176,0,0.198103,0.198103,0,0,0,0
